Fix,GPS,37.5337970,122.0765994,24.762204,0.687989,6.000000,319.666687,1668768266000,0.176419,49.458187,4731019657917
Fix,GPS,37.5337982,122.0765896,25.696641,0.899511,6.000000,315.584717,1668768267000,0.129558,15.299767,4732026968386
Fix,GPS,37.5337987,122.0765700,26.025687,0.980055,4.000000,317.351257,1668768268000,0.133413,16.199495,4733060638906
Fix,GPS,37.5338025,122.0765667,26.128743,0.859225,4.000000,323.718994,1668768269000,0.149725,25.002928,4734029793229
Fix,GPS,37.5338140,122.0765575,25.964622,0.781129,4.000000,320.569977,1668768270000,0.107981,9.089580,4735032736249
Fix,GPS,37.5338168,122.0765473,24.981566,0.757196,4.000000,312.578308,1668768271000,0.116265,9.578190,4736051650363
Fix,GPS,37.5338260,122.0765300,25.251730,0.614586,4.000000,304.226959,1668768272000,0.099261,10.361258,4737054949269
Fix,GPS,37.5338399,122.0765343,26.069218,0.744996,4.000000,288.491669,1668768273000,0.112820,17.764496,4738022303436
Fix,GPS,37.5338461,122.0765164,27.158145,0.681275,4.000000,293.146698,1668768274000,0.140385,20.857880,4739090883227
Fix,GPS,37.5338517,122.0765132,26.279916,0.502038,6.000000,278.387299,1668768275000,0.217487,41.710873,4740021718122
Fix,GPS,37.5338550,122.0765124,25.837055,0.550080,6.000000,265.089081,1668768276000,0.224438,56.751518,4741021296924
Fix,GPS,37.5338555,122.0765043,25.723014,0.784482,6.000000,267.904083,1668768277000,0.232205,31.950439,4742024154319
Fix,GPS,37.5338565,122.0764920,25.941473,1.122307,6.000000,263.409973,1668768278000,0.238001,46.703487,4743045969371
Fix,GPS,37.5338593,122.0764796,25.746918,1.131510,6.000000,269.664642,1668768279000,0.211845,38.766823,4744062575725
Fix,GPS,37.5338667,122.0764616,25.621608,1.121890,6.000000,272.355011,1668768280000,0.181846,16.466890,4745022915308
Fix,GPS,37.5338723,122.0764537,25.075193,0.841255,6.000000,272.382080,1668768281000,0.172214,16.356983,4746028876766
Fix,GPS,37.5338749,122.0764422,24.700218,0.724652,6.000000,256.961548,1668768282000,0.165580,10.169097,4747031747338
Fix,GPS,37.5338799,122.0764273,24.961574,0.521087,6.000000,260.745575,1668768283000,0.204253,22.750158,4748028041192
Fix,GPS,37.5338839,122.0764159,25.317303,0.508069,6.000000,266.204742,1668768284000,0.160467,16.896088,4749027006608
Fix,GPS,37.5338853,122.0764032,25.177734,0.730279,6.000000,266.682831,1668768285000,0.230498,42.407810,4750028926348
Fix,GPS,37.5338899,122.0763934,25.067026,0.768755,6.000000,264.745392,1668768286000,0.164813,8.160708,4751021796556
Fix,GPS,37.5338949,122.0763869,24.927774,1.175461,6.000000,265.226013,1668768287000,0.236743,18.201019,4752025293951
Fix,GPS,37.5338951,122.0763692,24.452661,1.383309,6.000000,282.820343,1668768288000,0.219734,11.006539,4753049343482
Fix,GPS,37.5339020,122.0763575,24.398207,1.336636,6.000000,282.046448,1668768289000,0.247782,11.243038,4754019189992
Fix,GPS,37.5339130,122.0763426,23.728089,1.326114,4.000000,281.907135,1668768290000,0.227115,13.483338,4755025637544
Fix,GPS,37.5339166,122.0763248,23.567116,1.302563,4.000000,279.504974,1668768291000,0.185188,21.168627,4756053654731
Fix,GPS,37.5339247,122.0763121,23.121704,1.268118,4.000000,276.391998,1668768292000,0.173720,11.402587,4757024324470
Fix,GPS,37.5339286,122.0762912,22.688042,1.224824,4.000000,276.402771,1668768293000,0.162835,11.961013,4758060242803
Fix,GPS,37.5339328,122.0762745,22.612837,1.169909,4.000000,272.149475,1668768294000,0.164889,13.436399,4759033606292
Fix,GPS,37.5339394,122.0762665,22.513665,1.115564,4.000000,272.233856,1668768295000,0.167352,29.747328,4760036820250
Fix,GPS,37.5339486,122.0762529,22.729525,1.075775,4.000000,275.185028,1668768296000,0.181929,21.083813,4761022136448
